Player,Span_bat,Start_Year_bat,End_Year_bat,Career_Length_bat,Mat_bat,Inns_bat,NO,Runs_bat,HS,HS_Numeric,HS_NotOut,Ave_bat,BF,SR_bat,100,50,0,Runs_Per_Match,Century_Rate,Fifty_Rate,Consistency_Score,Span_bowl,Start_Year_bowl,End_Year_bowl,Career_Length_bowl,Mat_bowl,Inns_bowl,Balls,Runs_bowl,Wkts,BBI,Ave_bowl,Econ,SR_bowl,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Catches_Per_Match,Dismissals_Per_Match,Stumping_Rate,has_batting,has_bowling,player_role_hint
AF Milne (NZ),2012-2017,2012.0,2017.0,6.0,40.0,17.0,7.0,168.0,36,36.0,0.0,16.8,165.0,101.81,0.0,0.0,2.0,4.2,0.0,0.0,50.804,2012-2017,2012,2017,5,40,39.0,1801.0,1581.0,41.0,Mar-49,38.56,5.26,43.9,0.0,0.0,1.03,0.19,0.77,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AF Sattaur (CAN),2003-2003,2003.0,2003.0,1.0,3.0,3.0,0.0,20.0,13,13.0,0.0,6.66,60.0,33.33,0.0,0.0,1.0,6.67,0.0,0.0,17.328,2003-2003,2003,2003,0,3,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AFG Griffith (WI),1996-2000,1996.0,2000.0,5.0,9.0,8.0,1.0,99.0,47,47.0,0.0,14.14,177.0,55.93,0.0,0.0,0.0,11.0,0.0,0.0,30.856,1996-2000,1996,2000,4,9,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AG Cremer (ZIM),2009-2018,2009.0,2018.0,10.0,96.0,71.0,20.0,744.0,58,58.0,0.0,14.58,1196.0,62.2,0.0,1.0,7.0,7.75,0.0,1.04,33.628,2009-2018,2009,2018,9,96,95.0,4680.0,3597.0,119.0,Jun-46,30.22,4.61,39.3,4.0,3.0,1.24,0.22,0.93,0.031,,,,,,,,,,,,,,,,,True,True,All-rounder
AG Davies (SCOT),1999-1999,1999.0,1999.0,1.0,5.0,5.0,1.0,83.0,32,32.0,0.0,20.75,154.0,53.89,0.0,0.0,1.0,16.6,0.0,0.0,34.006,1999-1999,1999,1999,0,5,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AG Huckle (ZIM),1997-1999,1997.0,1999.0,3.0,19.0,8.0,4.0,9.0,5*,5.0,1.0,2.25,16.0,56.25,0.0,0.0,3.0,0.47,0.0,0.0,23.85,1997-1999,1997,1999,2,19,18.0,858.0,661.0,7.0,Feb-27,94.42,4.62,122.5,0.0,0.0,0.37,0.22,0.32,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AG Hurst (AUS),1975-1979,1975.0,1979.0,5.0,8.0,4.0,4.0,7.0,3*,3.0,1.0,,19.0,36.84,0.0,0.0,0.0,0.88,0.0,0.0,,1975-1979,1975,1979,4,8,7.0,402.0,203.0,12.0,May-21,16.91,3.02,33.5,0.0,1.0,1.5,0.33,1.15,0.125,,,,,,,,,,,,,,,,,True,True,All-rounder
AG Prince (Afr/SA),2002-2007,2002.0,2007.0,6.0,52.0,41.0,12.0,1018.0,89*,89.0,1.0,35.1,1502.0,67.77,0.0,3.0,4.0,19.58,0.0,5.77,48.168,2002-2007,2002,2007,5,52,1.0,12.0,3.0,0.0,-,,1.5,,0.0,0.0,0.0,0.67,0.2,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AG Puttick (SA),2005-2005,2005.0,2005.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2005-2005,2005,2005,0,1,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AG Wharf (ENG),2004-2005,2004.0,2005.0,2.0,13.0,5.0,3.0,19.0,9,9.0,0.0,9.5,28.0,67.85,0.0,0.0,1.0,1.46,0.0,0.0,32.84,2004-2005,2004,2005,1,13,13.0,584.0,428.0,18.0,Apr-24,23.77,4.39,32.4,1.0,0.0,1.38,0.23,1.04,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AGD Wickremasinghe (SL),1992-1993,1992.0,1993.0,2.0,4.0,1.0,0.0,2.0,2,2.0,0.0,2.0,10.0,20.0,0.0,0.0,0.0,0.5,0.0,0.0,9.2,1992-1993,1992,1993,1,4,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AGR Loudon (ENG),2006-2006,2006.0,2006.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,2006-2006,2006,2006,0,1,1.0,36.0,36.0,0.0,-,,6.0,,0.0,0.0,0.0,0.17,0.05,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AH Gray (WI),1985-1991,1985.0,1991.0,7.0,25.0,11.0,5.0,51.0,10*,10.0,1.0,8.5,77.0,66.23,0.0,0.0,1.0,2.04,0.0,0.0,31.592,1985-1991,1985,1991,6,25,24.0,1270.0,835.0,44.0,Jun-50,18.97,3.94,28.8,2.0,1.0,1.76,0.25,1.31,0.04,,,,,,,,,,,,,,,,,True,True,All-rounder
AH Jones (NZ),1987-1995,1987.0,1995.0,9.0,87.0,87.0,9.0,2784.0,93,93.0,0.0,35.69,4811.0,57.86,0.0,25.0,4.0,32.0,0.0,28.74,44.558,1987-1995,1987,1995,8,87,11.0,306.0,216.0,4.0,Feb-42,54.0,4.23,76.5,0.0,0.0,0.05,0.24,0.1,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AH Omarshah (ZIM),1983-1996,1983.0,1996.0,14.0,28.0,28.0,2.0,437.0,60*,60.0,1.0,16.8,860.0,50.81,0.0,1.0,4.0,15.61,0.0,3.57,30.404,1983-1996,1983,1996,13,28,25.0,1077.0,812.0,18.0,Mar-33,45.11,4.52,59.8,0.0,0.0,0.64,0.22,0.52,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AI Kallicharran (WI),1973-1981,1973.0,1981.0,9.0,31.0,28.0,4.0,826.0,78,78.0,0.0,34.41,1329.0,62.15,0.0,6.0,0.0,26.65,0.0,19.35,45.506,1973-1981,1973,1981,8,31,4.0,105.0,64.0,3.0,02-Oct,21.33,3.65,35.0,0.0,0.0,0.1,0.27,0.15,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AIC Dodemaide (AUS),1988-1993,1988.0,1993.0,6.0,24.0,16.0,7.0,124.0,30,30.0,0.0,13.77,159.0,77.98,0.0,0.0,1.0,5.17,0.0,0.0,39.454,1988-1993,1988,1993,5,24,24.0,1327.0,753.0,36.0,May-21,20.91,3.4,36.8,1.0,1.0,1.5,0.29,1.14,0.042,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Bichel (AUS),1997-2004,1997.0,2004.0,8.0,67.0,36.0,13.0,471.0,64,64.0,0.0,20.47,600.0,78.5,0.0,1.0,5.0,7.03,0.0,1.49,43.682,1997-2004,1997,2004,7,67,66.0,3257.0,2463.0,78.0,Jul-20,31.57,4.53,41.7,1.0,2.0,1.16,0.22,0.88,0.03,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Burger (NAM),2003-2003,2003.0,2003.0,1.0,6.0,6.0,0.0,199.0,85,85.0,0.0,33.16,198.0,100.5,0.0,1.0,0.0,33.17,0.0,16.67,60.096,2003-2003,2003,2003,0,6,5.0,96.0,104.0,3.0,Jan-18,34.66,6.5,32.0,0.0,0.0,0.5,0.15,0.4,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Finch (AUS),2013-2019,2013.0,2019.0,7.0,119.0,115.0,2.0,4559.0,153*,153.0,1.0,40.34,5093.0,89.51,15.0,24.0,11.0,38.31,12.61,20.17,60.008,2013-2019,2013,2019,6,119,19.0,266.0,239.0,4.0,01-Feb,59.75,5.39,66.5,0.0,0.0,0.03,0.19,0.08,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Hall (SA),1999-2007,1999.0,2007.0,9.0,88.0,56.0,13.0,905.0,81,81.0,0.0,21.04,1206.0,75.04,0.0,3.0,5.0,10.28,0.0,3.41,42.64,1999-2007,1999,2007,8,88,78.0,3341.0,2515.0,95.0,May-18,26.47,4.51,35.1,3.0,1.0,1.08,0.22,0.82,0.011,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Hollioake (ENG),1996-1999,1996.0,1999.0,4.0,35.0,30.0,6.0,606.0,83*,83.0,1.0,25.25,807.0,75.09,0.0,3.0,1.0,17.31,0.0,8.57,45.186,1996-1999,1996,1999,3,35,32.0,1208.0,1019.0,32.0,Apr-23,31.84,5.06,37.7,2.0,0.0,0.91,0.2,0.7,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Ireland (ZIM),2005-2007,2005.0,2007.0,3.0,26.0,13.0,5.0,30.0,8*,8.0,1.0,3.75,101.0,29.7,0.0,0.0,3.0,1.15,0.0,0.0,14.13,2005-2007,2005,2007,2,26,26.0,1326.0,1115.0,38.0,Mar-41,29.34,5.04,34.8,0.0,0.0,1.46,0.2,1.08,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Lamb (ENG),1982-1992,1982.0,1992.0,11.0,122.0,118.0,16.0,4010.0,118,118.0,0.0,39.31,5308.0,75.54,4.0,26.0,8.0,32.87,3.28,21.31,53.802,1982-1992,1982,1992,10,122,1.0,6.0,3.0,0.0,-,,3.0,,0.0,0.0,0.0,0.33,0.1,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Mackay (ZIM),,,,,,,,,,,,,,,,,,,,,,2001-2001,2001,2001,0,3,3.0,132.0,137.0,0.0,-,,6.22,,0.0,0.0,0.0,0.16,0.05,0.0,,,,,,,,,,,,,,,,,False,True,Bowler
AJ McKay (NZ),2010-2012,2010.0,2012.0,3.0,19.0,10.0,7.0,12.0,4*,4.0,1.0,4.0,47.0,25.53,0.0,0.0,3.0,0.63,0.0,0.0,12.612,2010-2012,2010,2012,2,19,19.0,926.0,800.0,27.0,Apr-53,29.62,5.18,34.2,2.0,0.0,1.42,0.19,1.05,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Penn (NZ),1997-2001,1997.0,2001.0,5.0,5.0,3.0,1.0,23.0,15,15.0,0.0,11.5,33.0,69.69,0.0,0.0,0.0,4.6,0.0,0.0,34.776,1997-2001,1997,2001,4,5,5.0,159.0,201.0,1.0,Jan-50,201.0,7.58,159.0,0.0,0.0,0.2,0.13,0.18,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Pycroft (ZIM),1983-1992,1983.0,1992.0,10.0,20.0,19.0,2.0,295.0,61,61.0,0.0,17.35,560.0,52.67,0.0,2.0,2.0,14.75,0.0,10.0,31.478,1983-1992,1983,1992,9,20,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Redmond (NZ),2009-2010,2009.0,2010.0,2.0,6.0,6.0,0.0,152.0,52,52.0,0.0,25.33,259.0,58.68,0.0,1.0,0.0,25.33,0.0,16.67,38.67,2009-2010,2009,2010,1,6,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Stewart (ENG),1989-2003,1989.0,2003.0,15.0,170.0,162.0,14.0,4677.0,116,116.0,0.0,31.6,6841.0,68.36,4.0,28.0,13.0,27.51,2.35,16.47,46.304,1989-2003,1989,2003,14,170,,,,,-,,,,,,,,,,1989-2003,1989.0,2003.0,14.0,170.0,169.0,174.0,159.0,15.0,148.0,11.0,,1.029,0.94,1.02,0.09,True,True,All-rounder
AJ Strauss (ENG),2003-2011,2003.0,2011.0,9.0,127.0,126.0,8.0,4205.0,158,158.0,0.0,35.63,5195.0,80.94,6.0,27.0,9.0,33.11,4.72,21.26,53.754,2003-2011,2003,2011,8,127,1.0,6.0,3.0,0.0,-,,3.0,,0.0,0.0,0.0,0.33,0.1,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Traicos (ZIM),1983-1993,1983.0,1993.0,11.0,27.0,17.0,9.0,88.0,19,19.0,0.0,11.0,175.0,50.28,0.0,0.0,1.0,3.26,0.0,0.0,26.712,1983-1993,1983,1993,10,27,26.0,1524.0,987.0,19.0,Mar-35,51.94,3.88,80.2,0.0,0.0,0.7,0.26,0.57,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Tudor (ENG),2002-2002,2002.0,2002.0,1.0,3.0,2.0,1.0,9.0,6,6.0,0.0,9.0,11.0,81.81,0.0,0.0,0.0,3.0,0.0,0.0,38.124,2002-2002,2002,2002,0,3,3.0,127.0,136.0,4.0,Feb-30,34.0,6.42,31.7,0.0,0.0,1.33,0.16,0.98,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Turner (AUS),2019-2019,2019.0,2019.0,1.0,3.0,3.0,1.0,125.0,84*,84.0,1.0,62.5,86.0,145.34,0.0,1.0,0.0,41.67,0.0,33.33,95.636,2019-2019,2019,2019,0,3,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Tye (AUS),2018-2018,2018.0,2018.0,1.0,7.0,7.0,3.0,57.0,19,19.0,0.0,14.25,48.0,118.75,0.0,0.0,0.0,8.14,0.0,0.0,56.05,2018-2018,2018,2018,0,7,7.0,387.0,392.0,12.0,May-46,32.66,6.07,32.2,0.0,1.0,1.71,0.16,1.25,0.143,,,,,,,,,,,,,,,,,True,True,All-rounder
AJ Woodcock (AUS),1974-1974,1974.0,1974.0,1.0,1.0,1.0,0.0,53.0,53,53.0,0.0,53.0,67.0,79.1,0.0,1.0,0.0,53.0,0.0,100.0,63.44,1974-1974,1974,1974,0,1,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AK Markram (SA),2017-2019,2017.0,2019.0,3.0,26.0,24.0,1.0,643.0,67*,67.0,1.0,27.95,755.0,85.16,0.0,2.0,1.0,24.73,0.0,7.69,50.834,2017-2019,2017,2019,2,26,6.0,120.0,132.0,3.0,Feb-18,44.0,6.6,40.0,0.0,0.0,0.12,0.15,0.13,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AK Patel (INDIA),1984-1985,1984.0,1985.0,2.0,8.0,2.0,0.0,6.0,6,6.0,0.0,3.0,11.0,54.54,0.0,0.0,1.0,0.75,0.0,0.0,23.616,1984-1985,1984,1985,1,8,6.0,360.0,263.0,7.0,Mar-43,37.57,4.38,51.4,0.0,0.0,0.88,0.23,0.68,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AK Perera (SL),2013-2019,2013.0,2019.0,7.0,6.0,4.0,0.0,52.0,31,31.0,0.0,13.0,83.0,62.65,0.0,0.0,0.0,8.67,0.0,0.0,32.86,2013-2019,2013,2019,6,6,3.0,36.0,33.0,0.0,-,,5.5,,0.0,0.0,0.0,0.18,0.05,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AK Sah (NEPAL),2018-2018,2018.0,2018.0,1.0,2.0,2.0,0.0,25.0,21,21.0,0.0,12.5,35.0,71.42,0.0,0.0,0.0,12.5,0.0,0.0,36.068,2018-2018,2018,2018,0,2,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AK Sharma (INDIA),1988-1993,1988.0,1993.0,6.0,31.0,27.0,6.0,424.0,59*,59.0,1.0,20.19,469.0,90.4,0.0,3.0,2.0,13.68,0.0,9.68,48.274,1988-1993,1988,1993,5,31,29.0,1140.0,875.0,15.0,Mar-41,58.33,4.6,76.0,0.0,0.0,0.48,0.22,0.4,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AK Zesers (AUS),1987-1987,1987.0,1987.0,1.0,2.0,2.0,2.0,10.0,8*,8.0,1.0,,14.0,71.42,0.0,0.0,0.0,5.0,0.0,0.0,,1987-1987,1987,1987,0,2,2.0,90.0,74.0,1.0,Jan-37,74.0,4.93,90.0,0.0,0.0,0.5,0.2,0.41,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AL Kandappah (CAN),2007-2007,2007.0,2007.0,1.0,2.0,2.0,1.0,97.0,69*,69.0,1.0,97.0,156.0,62.17,0.0,1.0,0.0,48.5,0.0,50.0,83.068,2007-2007,2007,2007,0,2,1.0,1.0,4.0,0.0,-,,24.0,,0.0,0.0,0.0,0.04,0.01,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AL Logie (WI),1981-1993,1981.0,1993.0,13.0,158.0,133.0,36.0,2809.0,109*,109.0,1.0,28.95,3801.0,73.9,1.0,14.0,13.0,17.78,0.63,8.86,46.93,1981-1993,1981,1993,12,158,4.0,24.0,18.0,0.0,-,,4.5,,0.0,0.0,0.0,0.22,0.07,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AL Phehlukwayo (SA),2016-2019,2016.0,2019.0,4.0,52.0,32.0,15.0,549.0,69*,69.0,1.0,32.29,610.0,90.0,0.0,1.0,3.0,10.56,0.0,1.92,55.374,2016-2019,2016,2019,3,52,50.0,2077.0,1936.0,65.0,Apr-22,29.78,5.59,31.9,3.0,0.0,1.25,0.18,0.93,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AL Thomson (AUS),,,,,,,,,,,,,,,,,,,,,,1971-1971,1971,1971,0,1,1.0,64.0,22.0,1.0,Jan-22,22.0,2.06,64.0,0.0,0.0,1.0,0.49,0.85,0.0,,,,,,,,,,,,,,,,,False,True,Bowler
AL Wadekar (INDIA),1974-1974,1974.0,1974.0,1.0,2.0,2.0,0.0,73.0,67,67.0,0.0,36.5,90.0,81.11,0.0,1.0,0.0,36.5,0.0,50.0,54.344,1974-1974,1974,1974,0,2,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
ALF de Mel (SL),1982-1987,1982.0,1987.0,6.0,57.0,41.0,9.0,466.0,36,36.0,0.0,14.56,595.0,78.31,0.0,0.0,6.0,8.18,0.0,0.0,40.06,1982-1987,1982,1987,5,57,57.0,2735.0,2237.0,59.0,May-32,37.91,4.9,46.3,1.0,2.0,1.04,0.2,0.79,0.035,,,,,,,,,,,,,,,,,True,True,All-rounder
AM Bacher (SA),1997-2005,1997.0,2005.0,9.0,13.0,13.0,0.0,270.0,56,56.0,0.0,20.76,469.0,57.56,0.0,1.0,0.0,20.77,0.0,7.69,35.48,1997-2005,1997,2005,8,13,3.0,108.0,64.0,3.0,Feb-36,21.33,3.55,36.0,0.0,0.0,0.23,0.28,0.25,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AM Blignaut (ZIM),1999-2010,1999.0,2010.0,12.0,54.0,41.0,8.0,626.0,63*,63.0,1.0,18.96,589.0,106.28,0.0,5.0,3.0,11.59,0.0,9.26,53.888,1999-2010,1999,2010,11,54,53.0,2348.0,2063.0,50.0,Apr-43,41.26,5.27,46.9,2.0,0.0,0.93,0.19,0.71,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AM Ellis (NZ),2012-2013,2012.0,2013.0,2.0,15.0,12.0,1.0,154.0,33,33.0,0.0,14.0,184.0,83.69,0.0,0.0,1.0,10.27,0.0,0.0,41.876,2012-2013,2012,2013,1,15,13.0,480.0,425.0,12.0,Feb-22,35.41,5.31,40.0,0.0,0.0,0.8,0.19,0.62,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AM Fernando (SL),,,,,,,,,,,,,,,,,,,,,,2017-2017,2017,2017,0,1,1.0,12.0,22.0,0.0,-,,11.0,,0.0,0.0,0.0,0.09,0.03,0.0,,,,,,,,,,,,,,,,,False,True,Bowler
AM Guruge (UAE),2014-2015,2014.0,2015.0,2.0,7.0,4.0,4.0,16.0,10*,10.0,1.0,,29.0,55.17,0.0,0.0,0.0,2.29,0.0,0.0,,2014-2015,2014,2015,1,7,7.0,351.0,337.0,12.0,Apr-56,28.08,5.76,29.2,1.0,0.0,1.71,0.17,1.25,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AM Nayar (INDIA),2009-2009,2009.0,2009.0,1.0,3.0,1.0,1.0,0.0,0*,0.0,1.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2009-2009,2009,2009,0,3,1.0,18.0,17.0,0.0,-,,5.66,,0.0,0.0,0.0,0.18,0.05,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AM Phangiso (SA),2013-2016,2013.0,2016.0,4.0,21.0,13.0,2.0,81.0,20,20.0,0.0,7.36,162.0,50.0,0.0,0.0,3.0,3.86,0.0,0.0,24.416,2013-2016,2013,2016,3,21,21.0,1085.0,829.0,26.0,Mar-40,31.88,4.58,41.7,0.0,0.0,1.24,0.22,0.93,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AM Rahane (INDIA),2011-2018,2011.0,2018.0,8.0,90.0,87.0,3.0,2962.0,111,111.0,0.0,35.26,3767.0,78.63,3.0,24.0,6.0,32.91,3.33,26.67,52.608,2011-2018,2011,2018,7,90,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AM Salvi (INDIA),2003-2003,2003.0,2003.0,1.0,4.0,3.0,1.0,4.0,4*,4.0,1.0,2.0,14.0,28.57,0.0,0.0,2.0,1.0,0.0,0.0,12.628,2003-2003,2003,2003,0,4,4.0,172.0,120.0,4.0,Feb-15,30.0,4.18,43.0,0.0,0.0,1.0,0.24,0.77,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AM Samad (CAN),2003-2009,2003.0,2009.0,7.0,27.0,27.0,2.0,740.0,130,130.0,0.0,29.6,1045.0,70.81,1.0,2.0,2.0,27.41,3.7,7.41,46.084,2003-2009,2003,2009,6,27,14.0,235.0,281.0,7.0,01-Aug,40.14,7.17,33.5,0.0,0.0,0.26,0.14,0.22,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AM Stuart (AUS),1997-1997,1997.0,1997.0,1.0,3.0,1.0,0.0,1.0,1,1.0,0.0,1.0,7.0,14.28,0.0,0.0,0.0,0.33,0.0,0.0,6.312,1997-1997,1997,1997,0,3,3.0,180.0,109.0,8.0,May-26,13.62,3.63,22.5,0.0,1.0,2.67,0.28,1.95,0.333,,,,,,,,,,,,,,,,,True,True,All-rounder
AM de Silva (SL),1986-1993,1986.0,1993.0,8.0,4.0,2.0,0.0,12.0,8,8.0,0.0,6.0,24.0,50.0,0.0,0.0,0.0,3.0,0.0,0.0,23.6,1986-1993,1986,1993,7,4,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AME Roberts (WI),1975-1983,1975.0,1983.0,9.0,56.0,32.0,9.0,231.0,37*,37.0,1.0,10.04,357.0,64.7,0.0,0.0,3.0,4.13,0.0,0.0,31.904,1975-1983,1975,1983,8,56,56.0,3123.0,1771.0,87.0,May-22,20.35,3.4,35.8,2.0,1.0,1.55,0.29,1.18,0.018,,,,,,,,,,,,,,,,,True,True,All-rounder
AMJ Hilditch (AUS),1979-1985,1979.0,1985.0,7.0,8.0,8.0,0.0,226.0,72,72.0,0.0,28.25,476.0,47.47,0.0,1.0,0.0,28.25,0.0,12.5,35.938,1979-1985,1979,1985,6,8,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AMN Munasinghe (SL),1994-1996,1994.0,1996.0,3.0,5.0,4.0,1.0,13.0,8,8.0,0.0,4.33,52.0,25.0,0.0,0.0,1.0,2.6,0.0,0.0,12.598,1994-1996,1994,1996,2,5,5.0,217.0,146.0,4.0,Mar-30,36.5,4.03,54.2,0.0,0.0,0.8,0.25,0.63,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AN Connolly (AUS),,,,,,,,,,,,,,,,,,,,,,1971-1971,1971,1971,0,1,1.0,64.0,62.0,0.0,-,,5.81,,0.0,0.0,0.0,0.17,0.05,0.0,,,,,,,,,,,,,,,,,False,True,Bowler
AN Cook (ENG),2006-2014,2006.0,2014.0,9.0,92.0,92.0,4.0,3204.0,137,137.0,0.0,36.4,4154.0,77.13,5.0,19.0,7.0,34.83,5.43,20.65,52.692,2006-2014,2006,2014,8,92,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,All-rounder
AN French (HKG),2004-2004,2004.0,2004.0,1.0,2.0,2.0,0.0,24.0,14,14.0,0.0,12.0,84.0,28.57,0.0,0.0,0.0,12.0,0.0,0.0,18.628,2004-2004,2004,2004,0,2,2.0,72.0,67.0,1.0,Jan-51,67.0,5.58,72.0,0.0,0.0,0.5,0.18,0.4,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AN Kervezee (NL),2006-2012,2006.0,2012.0,7.0,39.0,36.0,3.0,924.0,92,92.0,0.0,28.0,1263.0,73.15,0.0,4.0,2.0,23.69,0.0,10.26,46.06,2006-2012,2006,2012,6,39,2.0,24.0,34.0,0.0,-,,8.5,,0.0,0.0,0.0,0.12,0.04,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AN Petersen (SA),2006-2013,2006.0,2013.0,8.0,21.0,19.0,1.0,504.0,80,80.0,0.0,28.0,610.0,82.62,0.0,4.0,0.0,24.0,0.0,19.05,49.848,2006-2013,2006,2013,7,21,1.0,6.0,7.0,0.0,-,,7.0,,0.0,0.0,0.0,0.14,0.04,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AN Ranasinghe (SL),1975-1982,1975.0,1982.0,8.0,9.0,8.0,1.0,153.0,51,51.0,0.0,21.85,147.0,104.08,0.0,1.0,2.0,17.0,0.0,11.11,54.742,1975-1982,1975,1982,7,9,8.0,324.0,281.0,2.0,Jan-21,140.5,5.2,162.0,0.0,0.0,0.22,0.19,0.21,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AO Malhotra (INDIA),1982-1986,1982.0,1986.0,5.0,20.0,19.0,4.0,457.0,65,65.0,0.0,30.46,645.0,70.85,0.0,1.0,0.0,22.85,0.0,5.0,46.616,1982-1986,1982,1986,4,20,1.0,6.0,0.0,0.0,-,,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AO Suji (KENYA),1996-2008,1996.0,2008.0,13.0,60.0,46.0,7.0,506.0,67,67.0,0.0,12.97,977.0,51.79,0.0,1.0,1.0,8.43,0.0,1.67,28.498,1996-2008,1996,2008,12,60,46.0,1295.0,1175.0,21.0,Feb-14,55.95,5.44,61.6,0.0,0.0,0.35,0.18,0.3,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AP Devcich (NZ),2013-2016,2013.0,2016.0,4.0,12.0,11.0,0.0,195.0,58,58.0,0.0,17.72,253.0,77.07,0.0,1.0,2.0,16.25,0.0,8.33,41.46,2013-2016,2013,2016,3,12,11.0,324.0,291.0,4.0,Feb-33,72.75,5.38,81.0,0.0,0.0,0.33,0.19,0.29,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AP Grayson (ENG),2000-2001,2000.0,2001.0,2.0,2.0,2.0,0.0,6.0,6,6.0,0.0,3.0,13.0,46.15,0.0,0.0,1.0,3.0,0.0,0.0,20.26,2000-2001,2000,2001,1,2,2.0,90.0,60.0,3.0,Mar-40,20.0,4.0,30.0,0.0,0.0,1.5,0.25,1.13,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
AP Gurusinha (SL),1985-1996,1985.0,1996.0,12.0,147.0,143.0,5.0,3902.0,117*,117.0,1.0,28.27,6409.0,60.88,2.0,22.0,12.0,26.54,1.36,14.97,41.314,1985-1996,1985,1996,11,147,55.0,1585.0,1354.0,26.0,Feb-25,52.07,5.12,60.9,0.0,0.0,0.18,0.2,0.18,0.0,,,,,,,,,,,,,,,,,True,True,All-rounder
